id,audio1,audio2,emotion
15,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/9555a083-8421-4e4b-a12c-c9ffe9663f91/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/9555a083-8421-4e4b-a12c-c9ffe9663f91/VoiceLDM.wav,anger
16,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/71ec2f36-82a3-467a-a493-4982d2039251/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/71ec2f36-82a3-467a-a493-4982d2039251/VITS.wav,joy
17,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/e92add03-cba7-4f0f-a062-0b23fc5ebc6a/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/e92add03-cba7-4f0f-a062-0b23fc5ebc6a/VoiceLDM.wav,joy
18,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/16df5ece-1926-44df-a49e-6c8217b64096/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/16df5ece-1926-44df-a49e-6c8217b64096/VoiceLDM.wav,sadness
19,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/db0d0fdc-afe6-4d63-8a28-1749ef4f2cb8/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/db0d0fdc-afe6-4d63-8a28-1749ef4f2cb8/PromptTTS.wav,sadness
20,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/9c0f2f86-c073-4654-bc09-874c69ef480e/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/9c0f2f86-c073-4654-bc09-874c69ef480e/VITS.wav,sadness
21,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/1757b739-ad96-4a54-b070-0da766f0e121/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/1757b739-ad96-4a54-b070-0da766f0e121/PromptTTS.wav,anger
22,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/c6930cac-7f08-4e7c-9e69-c42829e07050/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/c6930cac-7f08-4e7c-9e69-c42829e07050/PromptTTS.wav,surprise
23,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/03d327e2-648d-4245-abd9-11ca05ed1cf4/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/03d327e2-648d-4245-abd9-11ca05ed1cf4/VITS.wav,anger
24,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/9d966ad0-df72-4b82-8dd5-24596b358835/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/9d966ad0-df72-4b82-8dd5-24596b358835/VITS.wav,sadness
25,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/e81e5918-b9f5-4bbb-9b9d-76d2d1802da8/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/e81e5918-b9f5-4bbb-9b9d-76d2d1802da8/VITS.wav,anger
26,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/8a3f43a9-5be8-42cf-a89e-c3ea0164d14a/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/8a3f43a9-5be8-42cf-a89e-c3ea0164d14a/VITS.wav,joy
27,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/3effcfd7-a063-49e2-92a8-687b7c370fb0/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/3effcfd7-a063-49e2-92a8-687b7c370fb0/VoiceLDM.wav,sadness
28,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/8ac86405-6165-4c4e-b48f-d45842e7927a/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/8ac86405-6165-4c4e-b48f-d45842e7927a/VoiceLDM.wav,joy
29,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/87a249d4-88f4-45c5-addd-368b3dc6a694/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/87a249d4-88f4-45c5-addd-368b3dc6a694/VITS.wav,anger
30,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/1bb0b18c-e331-4578-b42d-6e4601e09524/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/1bb0b18c-e331-4578-b42d-6e4601e09524/VoiceLDM.wav,joy
31,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/3dd0d8d6-c1e7-47c9-b870-12d80e18f38b/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/3dd0d8d6-c1e7-47c9-b870-12d80e18f38b/VITS.wav,joy
32,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/82552249-8635-4f25-9ce7-39cf154fc887/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/82552249-8635-4f25-9ce7-39cf154fc887/VITS.wav,sadness
33,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/469a3522-f6ae-45f1-ac8d-b2e371684596/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/469a3522-f6ae-45f1-ac8d-b2e371684596/PromptTTS.wav,joy
34,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/0dd7f551-4fe0-4d2c-a6b2-e7bfe73e49ae/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/0dd7f551-4fe0-4d2c-a6b2-e7bfe73e49ae/PromptTTS.wav,surprise
35,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/6a5f0372-2a00-40f5-8465-90a98561959b/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/6a5f0372-2a00-40f5-8465-90a98561959b/VITS.wav,sadness
36,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/bbc71c67-d470-4bd5-be23-8254ecd1e9c7/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/bbc71c67-d470-4bd5-be23-8254ecd1e9c7/VITS.wav,joy
37,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/7e060b28-ebc0-4179-93a0-2a8e7112c9b4/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/7e060b28-ebc0-4179-93a0-2a8e7112c9b4/VITS.wav,joy
38,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/f47c2f6e-97d8-498a-90b2-4d36931027e9/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/f47c2f6e-97d8-498a-90b2-4d36931027e9/VoiceLDM.wav,joy
39,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/0e1ef9b8-4c07-4dcc-b0f0-c7ddb41def71/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/0e1ef9b8-4c07-4dcc-b0f0-c7ddb41def71/VITS.wav,sadness
40,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/ef7432ef-1b0c-43c6-877e-c457d5356876/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/ef7432ef-1b0c-43c6-877e-c457d5356876/VITS.wav,joy
41,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/0456af7f-8e4b-4ac9-ac50-b8b1d81efbbc/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/0456af7f-8e4b-4ac9-ac50-b8b1d81efbbc/VoiceLDM.wav,joy
42,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/9d52cae7-1ece-4b4a-85cd-f5746f84cede/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/9d52cae7-1ece-4b4a-85cd-f5746f84cede/VoiceLDM.wav,anger
43,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/eae7143e-93a8-47cd-896e-6c92771cc006/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/eae7143e-93a8-47cd-896e-6c92771cc006/VITS.wav,joy
44,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/7a5372a7-f30d-439b-95cc-e18c4d1d1f28/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/7a5372a7-f30d-439b-95cc-e18c4d1d1f28/VITS.wav,sadness
45,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/6e78fc7e-f458-4950-83ae-28725ebddaa7/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/6e78fc7e-f458-4950-83ae-28725ebddaa7/VITS.wav,anger
46,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/fe2cddaa-95ac-4b06-825b-e10e61f956c1/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/fe2cddaa-95ac-4b06-825b-e10e61f956c1/VoiceLDM.wav,joy
47,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/26ffd874-762a-4073-b42b-f71f8853c9bf/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/26ffd874-762a-4073-b42b-f71f8853c9bf/PromptTTS.wav,sadness
48,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/74a7e698-fa82-4cdf-bde2-898e2490b7ee/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/74a7e698-fa82-4cdf-bde2-898e2490b7ee/VITS.wav,joy
49,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/8bb58ae5-c3d1-4560-82c5-846406c2939b/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/8bb58ae5-c3d1-4560-82c5-846406c2939b/VITS.wav,joy
50,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/56316c96-8a0e-470e-9833-859bdf90a389/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/56316c96-8a0e-470e-9833-859bdf90a389/VoiceLDM.wav,anger
51,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/3d5c748e-9595-4b42-a5ad-74d761bb34f3/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/3d5c748e-9595-4b42-a5ad-74d761bb34f3/VoiceLDM.wav,joy
52,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/5e904aa6-8385-41db-ac0e-302c2c294598/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/5e904aa6-8385-41db-ac0e-302c2c294598/VoiceLDM.wav,sadness
53,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/a576b7a0-ce23-4293-ab42-ef621dcf2ec5/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/a576b7a0-ce23-4293-ab42-ef621dcf2ec5/VITS.wav,sadness
54,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/1a7b5ad8-0a37-4ca7-8d54-121e0b8c4dd4/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/1a7b5ad8-0a37-4ca7-8d54-121e0b8c4dd4/PromptTTS.wav,joy
55,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/ea227bdc-bc2d-47dc-8c05-c9c6007877e9/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/ea227bdc-bc2d-47dc-8c05-c9c6007877e9/VoiceLDM.wav,sadness
56,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/c39061df-d436-48df-8cd8-3c36d13ffaf1/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/c39061df-d436-48df-8cd8-3c36d13ffaf1/VoiceLDM.wav,sadness
57,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/74a8bcf9-f0f6-4c14-89ff-877370069112/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/74a8bcf9-f0f6-4c14-89ff-877370069112/VITS.wav,anger
58,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/48ce9b4d-001f-41bd-9574-c7bc9093c164/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/48ce9b4d-001f-41bd-9574-c7bc9093c164/VITS.wav,anger
59,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/449d8716-4a02-4ce7-ada2-e3179796155c/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/449d8716-4a02-4ce7-ada2-e3179796155c/PromptTTS.wav,sadness
60,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/9793f4af-7749-42ef-b29b-fb73ba55311e/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/9793f4af-7749-42ef-b29b-fb73ba55311e/VoiceLDM.wav,sadness
61,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/f9f7307d-66b8-460f-ab97-5c121afeee04/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/f9f7307d-66b8-460f-ab97-5c121afeee04/VoiceLDM.wav,joy
62,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/789bfba2-6f8a-4d82-880c-d0196c4a538a/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/789bfba2-6f8a-4d82-880c-d0196c4a538a/VoiceLDM.wav,anger
63,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/01a66803-0d30-4517-aa2f-6686aa311de9/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/01a66803-0d30-4517-aa2f-6686aa311de9/VoiceLDM.wav,anger
64,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/108b8b9e-eef7-4274-bfb3-d629c3c5e11d/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/108b8b9e-eef7-4274-bfb3-d629c3c5e11d/VITS.wav,joy
65,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/a280f4c5-a245-427a-a984-37fd723ee417/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/a280f4c5-a245-427a-a984-37fd723ee417/PromptTTS.wav,sadness
66,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/236948aa-0af5-4784-becf-a63ee87ed3c3/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/236948aa-0af5-4784-becf-a63ee87ed3c3/PromptTTS.wav,joy
67,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/00630435-f329-4aaf-88ce-15e3bdef4e0b/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/00630435-f329-4aaf-88ce-15e3bdef4e0b/VoiceLDM.wav,joy
68,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/796dab10-8205-4c12-aca6-0815e8f4d459/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/796dab10-8205-4c12-aca6-0815e8f4d459/VITS.wav,anger
69,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/47f56279-c722-4c86-baed-3df35ffda382/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/47f56279-c722-4c86-baed-3df35ffda382/VoiceLDM.wav,joy
70,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/99db83ac-ae02-4a48-9cc3-6f59bb628ef0/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/99db83ac-ae02-4a48-9cc3-6f59bb628ef0/VoiceLDM.wav,anger
71,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/5bce35f0-0fdc-4991-aef0-e35e8f4df8be/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/5bce35f0-0fdc-4991-aef0-e35e8f4df8be/VoiceLDM.wav,joy
72,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/5bbb70ab-8026-4ada-94c9-85663811f527/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/5bbb70ab-8026-4ada-94c9-85663811f527/VoiceLDM.wav,sadness
73,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/908ca019-793d-4004-bb02-be1bce4b62c1/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/908ca019-793d-4004-bb02-be1bce4b62c1/VoiceLDM.wav,sadness
74,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/c0c81eb3-8163-4840-b39a-1885d41ac397/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/c0c81eb3-8163-4840-b39a-1885d41ac397/VITS.wav,sadness
75,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/8c913190-9ddc-4141-98c5-292ffa7b4941/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/8c913190-9ddc-4141-98c5-292ffa7b4941/VoiceLDM.wav,sadness
76,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/4784b576-21bc-4aab-81e3-eba828f5304c/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/4784b576-21bc-4aab-81e3-eba828f5304c/VITS.wav,anger
77,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/7b681818-6e4b-4331-ac5f-2b8911ea2f68/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/7b681818-6e4b-4331-ac5f-2b8911ea2f68/VITS.wav,sadness
78,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/95044405-f5bd-48df-bb73-4a9d7f851c67/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/95044405-f5bd-48df-bb73-4a9d7f851c67/VoiceLDM.wav,joy
79,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/52879e23-e340-474a-bf43-9c07f3527d1d/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/52879e23-e340-474a-bf43-9c07f3527d1d/PromptTTS.wav,joy
80,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/a7a7da69-7176-4865-a628-cab5463379c6/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/a7a7da69-7176-4865-a628-cab5463379c6/VITS.wav,sadness
81,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/37fe9cf8-165a-45f5-811c-ccac06f073ae/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/37fe9cf8-165a-45f5-811c-ccac06f073ae/VoiceLDM.wav,joy
82,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/de2d72a2-5959-4e3a-982b-d46760178a56/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/de2d72a2-5959-4e3a-982b-d46760178a56/PromptTTS.wav,sadness
83,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/31d40f1d-4c4e-4bf6-8c52-bf0a362e612a/VITS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/31d40f1d-4c4e-4bf6-8c52-bf0a362e612a/VoiceLDM.wav,sadness
84,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/909b0428-c700-4adc-a222-ca0d17457a31/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/909b0428-c700-4adc-a222-ca0d17457a31/VITS.wav,sadness
85,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/fa2b6fef-4cc3-43ab-8124-c823b944db37/PromptTTS.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/fa2b6fef-4cc3-43ab-8124-c823b944db37/VITS.wav,anger
86,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/a5cad04a-8bc7-4808-a15b-77756d28c4a6/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/a5cad04a-8bc7-4808-a15b-77756d28c4a6/PromptTTS.wav,joy
87,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/1aca2149-6690-44b5-9bc9-2b08879658be/GPT-4o-mini.wav,https://github.com/nukkk97/spear_emotion/raw/refs/heads/main/pairwise_outputs/1aca2149-6690-44b5-9bc9-2b08879658be/VITS.wav,sadness
